ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2014,,,,,
UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,
MG,31,45877,Orizânia,"7,767",
MG,31,45901,Ouro Branco,"37,878",
MG,31,46008,Ouro Fino,"33,214",
MG,31,46107,Ouro Preto,"73,700",
MG,31,46206,Ouro Verde de Minas,"6,138",
MG,31,46255,Padre Carvalho,"6,203",
MG,31,46305,Padre Paraíso,"19,859",
MG,31,46552,Pai Pedro,"6,150",
MG,31,46404,Paineiras,"4,692",
MG,31,46503,Pains,"8,329",
MG,31,46602,Paiva,"1,587",
MG,31,46701,Palma,"6,742",
MG,31,46750,Palmópolis,"6,537",
MG,31,46909,Papagaios,"15,144",
MG,31,47105,Pará de Minas,"90,306",
MG,31,47006,Paracatu,"90,294",
MG,31,47204,Paraguaçu,"21,276",
MG,31,47303,Paraisópolis,"20,563",
MG,31,47402,Paraopeba,"23,940",
MG,31,47600,Passa Quatro,"16,290",
MG,31,47709,Passa Tempo,"8,363",
MG,31,47501,Passabém,"1,764",
MG,31,47808,Passa-Vinte,"2,117",
MG,31,47907,Passos,"112,402",
MG,31,47956,Patis,"5,881",
MG,31,48004,Patos de Minas,"147,614",
MG,31,48103,Patrocínio,"87,928",
MG,31,48202,Patrocínio do Muriaé,"5,583",
MG,31,48301,Paula Cândido,"9,630",
MG,31,48400,Paulistas,"5,010",
MG,31,48509,Pavão,"8,755",
MG,31,48608,Peçanha,"17,817",
MG,31,48707,Pedra Azul,"24,648",
MG,31,48756,Pedra Bonita,"7,015",
MG,31,48806,Pedra do Anta,"3,375",
MG,31,48905,Pedra do Indaiá,"4,013",
MG,31,49002,Pedra Dourada,"2,374",
MG,31,49101,Pedralva,"11,652",
MG,31,49150,Pedras de Maria da Cruz,"11,084",
MG,31,49200,Pedrinópolis,"3,638",
MG,31,49309,Pedro Leopoldo,"62,473",
MG,31,49408,Pedro Teixeira,"1,840",
MG,31,49507,Pequeri,"3,310",
MG,31,49606,Pequi,"4,314",
MG,31,49705,Perdigão,"10,185",
MG,31,49804,Perdizes,"15,484",
MG,31,49903,Perdões,"21,129",
MG,31,49952,Periquito,"7,126",
MG,31,50000,Pescador,"4,284",
MG,31,50109,Piau,"2,877",
MG,31,50158,Piedade de Caratinga,"7,878",
MG,31,50208,Piedade de Ponte Nova,"4,197",
MG,31,50307,Piedade do Rio Grande,"4,744",
MG,31,50406,Piedade dos Gerais,"4,897",
MG,31,50505,Pimenta,"8,619",
MG,31,50539,Pingo-d'Água,"4,743",
MG,31,50570,Pintópolis,"7,516",
MG,31,50604,Piracema,"6,573",
MG,31,50703,Pirajuba,"5,396",
MG,31,50802,Piranga,"17,835",
MG,31,50901,Piranguçu,"5,454",
MG,31,51008,Piranguinho,"8,456",
MG,31,51107,Pirapetinga,"10,787",
MG,31,51206,Pirapora,"55,972",
MG,31,51305,Piraúba,"11,112",
MG,31,51404,Pitangui,"27,040",
MG,31,51503,Piumhi,"33,833",
MG,31,51602,Planura,"11,355",
MG,31,51701,Poço Fundo,"16,705",
MG,31,51800,Poços de Caldas,"162,379",
MG,31,51909,Pocrane,"8,994",
MG,31,52006,Pompéu,"30,943",
MG,31,52105,Ponte Nova,"59,814",
MG,31,52131,Ponto Chique,"4,187",
MG,31,52170,Ponto dos Volantes,"11,949",
MG,31,52204,Porteirinha,"38,709",
MG,31,52303,Porto Firme,"11,033",
MG,31,52402,Poté,"16,428",
MG,31,52501,Pouso Alegre,"142,073",
MG,31,52600,Pouso Alto,"6,263",
MG,31,52709,Prados,"8,865",
MG,31,52808,Prata,"27,293",
MG,31,52907,Pratápolis,"8,952",
MG,31,53004,Pratinha,"3,485",
MG,31,53103,Presidente Bernardes,"5,612",
MG,31,53202,Presidente Juscelino,"3,901",
MG,31,53301,Presidente Kubitschek,"3,053",
MG,31,53400,Presidente Olegário,"19,398",
MG,31,53608,Prudente de Morais,"10,287",
MG,31,53707,Quartel Geral,"3,493",
MG,31,53806,Queluzito,"1,940",
MG,31,53905,Raposos,"16,144",
MG,31,54002,Raul Soares,"24,408",
MG,31,54101,Recreio,"10,651",
MG,31,54150,Reduto,"6,973",
MG,31,54200,Resende Costa,"11,429",
MG,31,54309,Resplendor,"17,653",
MG,31,54408,Ressaquinha,"4,820",
MG,31,54457,Riachinho,"8,266",
MG,31,54507,Riacho dos Machados,"9,650",
MG,31,54606,Ribeirão das Neves,"319,310",
MG,31,54705,Ribeirão Vermelho,"4,008",
MG,31,54804,Rio Acima,"9,816",
MG,31,54903,Rio Casca,"14,310",
MG,31,55108,Rio do Prado,"5,324",
MG,31,55009,Rio Doce,"2,588",
MG,31,55207,Rio Espera,"5,986",
MG,31,55306,Rio Manso,"5,636",
MG,31,55405,Rio Novo,"9,032",
MG,31,55504,Rio Paranaíba,"12,364",
MG,31,55603,Rio Pardo de Minas,"30,578",
MG,31,55702,Rio Piracicaba,"14,590",
MG,31,55801,Rio Pomba,"17,872",
MG,31,55900,Rio Preto,"5,502",
MG,31,56007,Rio Vermelho,"13,674",
MG,31,56106,Ritápolis,"4,922",
MG,31,56205,Rochedo de Minas,"2,246",
MG,31,56304,Rodeiro,"7,543",
MG,31,56403,Romaria,"3,664",
MG,31,56452,Rosário da Limeira,"4,495",
MG,31,56502,Rubelita,"7,257",
MG,31,56601,Rubim,"10,304",
MG,31,56700,Sabará,"133,528",
MG,31,56809,Sabinópolis,"16,014",
MG,31,56908,Sacramento,"25,432",
MG,31,57005,Salinas,"41,098",
MG,31,57104,Salto da Divisa,"7,096",
MG,31,57203,Santa Bárbara,"29,888",
MG,31,57252,Santa Bárbara do Leste,"8,068",
MG,31,57278,Santa Bárbara do Monte Verde,"3,005",
MG,31,57302,Santa Bárbara do Tugúrio,"4,631",
MG,31,57336,Santa Cruz de Minas,"8,365",
MG,31,57377,Santa Cruz de Salinas,"4,408",
MG,31,57401,Santa Cruz do Escalvado,"5,026",
MG,31,57500,Santa Efigênia de Minas,"4,641",
MG,31,57609,Santa Fé de Minas,"4,021",
MG,31,57658,Santa Helena de Minas,"6,336",
MG,31,57708,Santa Juliana,"12,702",
MG,31,57807,Santa Luzia,"214,830",
MG,31,57906,Santa Margarida,"15,879",
MG,31,58003,Santa Maria de Itabira,"10,942",
MG,31,58102,Santa Maria do Salto,"5,400",
MG,31,58201,Santa Maria do Suaçuí,"14,854",
MG,31,59209,Santa Rita de Caldas,"9,228",
MG,31,59407,Santa Rita de Ibitipoca,"3,611",
MG,31,59308,Santa Rita de Jacutinga,"5,077",
MG,31,59357,Santa Rita de Minas,"6,984",
MG,31,59506,Santa Rita do Itueto,"5,760",
MG,31,59605,Santa Rita do Sapucaí,"40,941",
MG,31,59704,Santa Rosa da Serra,"3,357",
MG,31,59803,Santa Vitória,"19,250",
MG,31,58300,Santana da Vargem,"7,364",
MG,31,58409,Santana de Cataguases,"3,815",
MG,31,58508,Santana de Pirapama,"8,068",
MG,31,58607,Santana do Deserto,"4,006",
MG,31,58706,Santana do Garambéu,"2,381",
MG,31,58805,Santana do Jacaré,"4,811",
MG,31,58904,Santana do Manhuaçu,"8,839",
MG,31,58953,Santana do Paraíso,"30,943",
MG,31,59001,Santana do Riacho,"4,235",
MG,31,59100,Santana dos Montes,"3,902",
MG,31,59902,Santo Antônio do Amparo,"18,266",
MG,31,60009,Santo Antônio do Aventureiro,"3,655",
MG,31,60108,Santo Antônio do Grama,"4,120",
MG,31,60207,Santo Antônio do Itambé,"4,121",
MG,31,60306,Santo Antônio do Jacinto,"12,024",
MG,31,60405,Santo Antônio do Monte,"27,556",
MG,31,60454,Santo Antônio do Retiro,"7,264",
MG,31,60504,Santo Antônio do Rio Abaixo,"1,818",
MG,31,60603,Santo Hipólito,"3,261",
MG,31,60702,Santos Dumont,"47,558",
MG,31,60801,São Bento Abade,"4,981",
MG,31,60900,São Brás do Suaçuí,"3,693",
MG,31,60959,São Domingos das Dores,"5,642",
MG,31,61007,São Domingos do Prata,"17,805",
MG,31,61056,São Félix de Minas,"3,465",
MG,31,61106,São Francisco,"56,217",
MG,31,61205,São Francisco de Paula,"6,668",
MG,31,61304,São Francisco de Sales,"6,110",
MG,31,61403,São Francisco do Glória,"5,177",
MG,31,61502,São Geraldo,"11,372",
MG,31,61601,São Geraldo da Piedade,"4,329",
MG,31,61650,São Geraldo do Baixio,"3,788",
MG,31,61700,São Gonçalo do Abaeté,"6,717",
MG,31,61809,São Gonçalo do Pará,"11,475",
MG,31,61908,São Gonçalo do Rio Abaixo,"10,488",
MG,31,25507,São Gonçalo do Rio Preto,"3,180",
MG,31,62005,São Gonçalo do Sapucaí,"25,143",
MG,31,62104,São Gotardo,"34,107",
MG,31,62203,São João Batista do Glória,"7,292",
MG,31,62252,São João da Lagoa,"4,880",
MG,31,62302,São João da Mata,"2,809",
MG,31,62401,São João da Ponte,"25,933",
MG,31,62450,São João das Missões,"12,539",
MG,31,62500,São João del Rei,"88,902",
MG,31,62559,São João do Manhuaçu,"11,038",
MG,31,62575,São João do Manteninha,"5,591",
MG,31,62609,São João do Oriente,"7,925",
MG,31,62658,São João do Pacuí,"4,308",
MG,31,62708,São João do Paraíso,"23,417",
MG,31,62807,São João Evangelista,"16,043",
MG,31,62906,São João Nepomuceno,"26,227",
MG,31,62922,São Joaquim de Bicas,"28,624",
MG,31,62948,São José da Barra,"7,213",
MG,31,62955,São José da Lapa,"21,905",
MG,31,63003,São José da Safira,"4,258",
MG,31,63102,São José da Varginha,"4,630",
MG,31,63201,São José do Alegre,"4,180",
MG,31,63300,São José do Divino,"3,943",
MG,31,63409,São José do Goiabal,"5,695",
MG,31,63508,São José do Jacuri,"6,682",
MG,31,63607,São José do Mantimento,"2,738",
MG,31,63706,São Lourenço,"44,417",
MG,31,63805,São Miguel do Anta,"7,006",
MG,31,63904,São Pedro da União,"5,016",
MG,31,64100,São Pedro do Suaçuí,"5,584",
MG,31,64001,São Pedro dos Ferros,"8,339",
MG,31,64209,São Romão,"11,370",
MG,31,64308,São Roque de Minas,"7,005",
MG,31,64407,São Sebastião da Bela Vista,"5,300",
MG,31,64431,São Sebastião da Vargem Alegre,"2,955",
MG,31,64472,São Sebastião do Anta,"6,215",
MG,31,64506,São Sebastião do Maranhão,"10,678",
MG,31,64605,São Sebastião do Oeste,"6,344",
MG,31,64704,São Sebastião do Paraíso,"69,057",
MG,31,64803,São Sebastião do Rio Preto,"1,611",
MG,31,64902,São Sebastião do Rio Verde,"2,217",
MG,31,65206,São Thomé das Letras,"7,001",
MG,31,65008,São Tiago,"10,986",
MG,31,65107,São Tomás de Aquino,"7,248",
MG,31,65305,São Vicente de Minas,"7,487",
MG,31,65404,Sapucaí-Mirim,"6,678",
MG,31,65503,Sardoá,"6,021",
MG,31,65537,Sarzedo,"29,270",
MG,31,65560,Sem-Peixe,"2,834",
MG,31,65578,Senador Amaral,"5,409",
MG,31,65602,Senador Cortes,"2,046",
MG,31,65701,Senador Firmino,"7,650",
MG,31,65800,Senador José Bento,"1,769",
MG,31,65909,Senador Modestino Gonçalves,"4,523",
MG,31,66006,Senhora de Oliveira,"5,871",
MG,31,66105,Senhora do Porto,"3,598",
MG,31,66204,Senhora dos Remédios,"10,565",
MG,31,66303,Sericita,"7,391",
MG,31,66402,Seritinga,"1,860",
MG,31,66501,Serra Azul de Minas,"4,358",
MG,31,66600,Serra da Saudade,822,
MG,31,66808,Serra do Salitre,"11,236",
MG,31,66709,Serra dos Aimorés,"8,744",
MG,31,66907,Serrania,"7,787",
MG,31,66956,Serranópolis de Minas,"4,682",
MG,31,67004,Serranos,"2,033",
MG,31,67103,Serro,"21,423",
MG,31,67202,Sete Lagoas,"229,887",
MG,31,65552,Setubinha,"11,717",
MG,31,67301,Silveirânia,"2,277",
MG,31,67400,Silvianópolis,"6,266",
MG,31,67509,Simão Pereira,"2,634",
MG,31,67608,Simonésia,"19,307",
MG,31,67707,Sobrália,"5,869",
MG,31,67806,Soledade de Minas,"6,014",
MG,31,67905,Tabuleiro,"4,052",
MG,31,68002,Taiobeiras,"33,040",
MG,31,68051,Taparuba,"3,206",
MG,31,68101,Tapira,"4,484",
MG,31,68200,Tapiraí,"1,922",
MG,31,68309,Taquaraçu de Minas,"4,006",
MG,31,68408,Tarumirim,"14,674",
MG,31,68507,Teixeiras,"11,770",
MG,31,68606,Teófilo Otoni,"140,567",
MG,31,68705,Timóteo,"86,794",
MG,31,68804,Tiradentes,"7,551",
MG,31,68903,Tiros,"6,912",
MG,31,69000,Tocantins,"16,567",
MG,31,69059,Tocos do Moji,"4,112",
MG,31,69109,Toledo,"6,111",
MG,31,69208,Tombos,"9,174",
MG,31,69307,Três Corações,"77,340",
MG,31,69356,Três Marias,"30,673",
MG,31,69406,Três Pontas,"56,408",
MG,31,69505,Tumiritinga,"6,632",
MG,31,69604,Tupaciguara,"25,269",
MG,31,69703,Turmalina,"19,288",
MG,31,69802,Turvolândia,"4,932",
MG,31,69901,Ubá,"109,779",
MG,31,70008,Ubaí,"12,324",
MG,31,70057,Ubaporanga,"12,523",
MG,31,70107,Uberaba,"318,813",
MG,31,70206,Uberlândia,"654,681",
MG,31,70305,Umburatiba,"2,736",
MG,31,70404,Unaí,"82,298",
MG,31,70438,União de Minas,"4,486",
MG,31,70479,Uruana de Minas,"3,336",
MG,31,70503,Urucânia,"10,583",
MG,31,70529,Urucuia,"15,266",
MG,31,70578,Vargem Alegre,"6,635",
MG,31,70602,Vargem Bonita,"2,214",
MG,31,70651,Vargem Grande do Rio Pardo,"4,966",
MG,31,70701,Varginha,"131,269",
MG,31,70750,Varjão de Minas,"6,662",
MG,31,70800,Várzea da Palma,"38,213",
MG,31,70909,Varzelândia,"19,690",
MG,31,71006,Vazante,"20,580",
MG,31,71030,Verdelândia,"8,967",
MG,31,71071,Veredinha,"5,760",
MG,31,71105,Veríssimo,"3,781",
MG,31,71154,Vermelho Novo,"4,871",
MG,31,71204,Vespasiano,"116,506",
MG,31,71303,Viçosa,"76,745",
MG,31,71402,Vieiras,"3,777",
MG,31,71600,Virgem da Lapa,"14,023",
MG,31,71709,Virgínia,"8,865",
MG,31,71808,Virginópolis,"10,820",
MG,31,71907,Virgolândia,"5,691",
MG,31,72004,Visconde do Rio Branco,"40,778",
MG,31,72103,Volta Grande,"5,274",
MG,31,72202,Wenceslau Braz,"2,618",
ES,32,00102,Afonso Cláudio,"32,502",
ES,32,00169,Água Doce do Norte,"12,094",
ES,32,00136,Águia Branca,"10,055",
ES,32,00201,Alegre,"32,236",
ES,32,00300,Alfredo Chaves,"14,916",
ES,32,00359,Alto Rio Novo,"7,888",
ES,32,00409,Anchieta,"27,145",
ES,32,00508,Apiacá,"7,920",
ES,32,00607,Aracruz,"93,325",
ES,32,00706,Atilio Vivacqua,"11,023",
ES,32,00805,Baixo Guandu,"31,298",
ES,32,00904,Barra de São Francisco,"44,244",
ES,32,01001,Boa Esperança,"15,244",
ES,32,01100,Bom Jesus do Norte,"10,136",
ES,32,01159,Brejetuba,"12,712",
ES,32,01209,Cachoeiro de Itapemirim,"206,973",
ES,32,01308,Cariacica,"378,915",
ES,32,01407,Castelo,"37,582",
ES,32,01506,Colatina,"121,670",
ES,32,01605,Conceição da Barra,"30,895",
ES,32,01704,Conceição do Castelo,"12,673",
ES,32,01803,Divino de São Lourenço,"4,669",
ES,32,01902,Domingos Martins,"34,239",
ES,32,02009,Dores do Rio Preto,"6,859",
ES,32,02108,Ecoporanga,"24,299",
ES,32,02207,Fundão,"19,585",
ES,32,02256,Governador Lindenberg,"12,120",
ES,32,02306,Guaçuí,"30,417",
ES,32,02405,Guarapari,"118,056",
ES,32,02454,Ibatiba,"24,913",
ES,32,02504,Ibiraçu,"12,242",
ES,32,02553,Ibitirama,"9,393",
ES,32,02603,Iconha,"13,669",
ES,32,02652,Irupi,"12,948",
ES,32,02702,Itaguaçu,"14,836",
ES,32,02801,Itapemirim,"33,952",
ES,32,02900,Itarana,"11,319",
ES,32,03007,Iúna,"29,423",
ES,32,03056,Jaguaré,"28,126",
ES,32,03106,Jerônimo Monteiro,"11,792",
ES,32,03130,João Neiva,"16,946",
ES,32,03163,Laranja da Terra,"11,428",
ES,32,03205,Linhares,"160,765",
ES,32,03304,Mantenópolis,"14,966",
ES,32,03320,Marataízes,"37,535",
ES,32,03346,Marechal Floriano,"15,910",
ES,32,03353,Marilândia,"12,224",
ES,32,03403,Mimoso do Sul,"27,329",
ES,32,03502,Montanha,"19,138",
ES,32,03601,Mucurici,"5,897",
ES,32,03700,Muniz Freire,"18,994",
ES,32,03809,Muqui,"15,533",
ES,32,03908,Nova Venécia,"49,932",
ES,32,04005,Pancas,"23,273",
ES,32,04054,Pedro Canário,"25,916",
ES,32,04104,Pinheiros,"26,309",
ES,32,04203,Piúma,"20,395",
ES,32,04252,Ponto Belo,"7,670",
ES,32,04302,Presidente Kennedy,"11,221",
ES,32,04351,Rio Bananal,"19,038",
ES,32,04401,Rio Novo do Sul,"12,020",
ES,32,04500,Santa Leopoldina,"12,883",
ES,32,04559,Santa Maria de Jetibá,"38,290",
ES,32,04609,Santa Teresa,"23,585",
ES,32,04658,São Domingos do Norte,"8,652",
ES,32,04708,São Gabriel da Palha,"35,785",
ES,32,04807,São José do Calçado,"11,000",
ES,32,04906,São Mateus,"122,668",
ES,32,04955,São Roque do Canaã,"12,283",
ES,32,05002,Serra,"476,428",
ES,32,05010,Sooretama,"27,409",
ES,32,05036,Vargem Alta,"20,944",
ES,32,05069,Venda Nova do Imigrante,"23,313",
ES,32,05101,Viana,"73,318",
ES,32,05150,Vila Pavão,"9,320",
ES,32,05176,Vila Valério,"14,635",
ES,32,05200,Vila Velha,"465,690",
ES,32,05309,Vitória,"352,104",
RJ,33,00100,Angra dos Reis,"184,940",
RJ,33,00159,Aperibé,"10,882",
RJ,33,00209,Araruama,"120,948",
RJ,33,00225,Areal,"11,879",
RJ,33,00233,Armação dos Búzios,"30,439",
RJ,33,00258,Arraial do Cabo,"28,866",
RJ,33,00308,Barra do Piraí,"96,568",
RJ,33,00407,Barra Mansa,"179,697",
RJ,33,00456,Belford Roxo,"479,386",
RJ,33,00506,Bom Jardim,"26,126",
RJ,33,00605,Bom Jesus do Itabapoana,"35,896",
RJ,33,00704,Cabo Frio,"204,486",
RJ,33,00803,Cachoeiras de Macacu,"55,967",
RJ,33,00902,Cambuci,"14,849",
RJ,33,01009,Campos dos Goytacazes,"480,648",
RJ,33,01108,Cantagalo,"19,792",
RJ,33,00936,Carapebus,"14,713",
RJ,33,01157,Cardoso Moreira,"12,578",
RJ,33,01207,Carmo,"18,074",
RJ,33,01306,Casimiro de Abreu,"39,414",
RJ,33,00951,Comendador Levy Gasparian,"8,245",
RJ,33,01405,Conceição de Macabu,"22,006",
RJ,33,01504,Cordeiro,"20,965",
RJ,33,01603,Duas Barras,"11,096",
RJ,33,01702,Duque de Caxias,"878,402",
RJ,33,01801,Engenheiro Paulo de Frontin,"13,566",
RJ,33,01850,Guapimirim,"55,626",
RJ,33,01876,Iguaba Grande,"25,354",
RJ,33,01900,Itaboraí,"227,168",
RJ,33,02007,Itaguaí,"117,374",
RJ,33,02056,Italva,"14,489",
RJ,33,02106,Itaocara,"22,824",
RJ,33,02205,Itaperuna,"98,521",
RJ,33,02254,Itatiaia,"29,996",
RJ,33,02270,Japeri,"99,141",
RJ,33,02304,Laje do Muriaé,"7,341",
RJ,33,02403,Macaé,"229,624",
RJ,33,02452,Macuco,"5,380",
RJ,33,02502,Magé,"233,634",
RJ,33,02601,Mangaratiba,"40,008",
RJ,33,02700,Maricá,"143,111",
RJ,33,02809,Mendes,"18,086",
RJ,33,02858,Mesquita,"170,473",
RJ,33,02908,Miguel Pereira,"24,829",
RJ,33,03005,Miracema,"26,724",
RJ,33,03104,Natividade,"15,040",
RJ,33,03203,Nilópolis,"158,299",
RJ,33,03302,Niterói,"495,470",
RJ,33,03401,Nova Friburgo,"184,460",
RJ,33,03500,Nova Iguaçu,"806,177",
RJ,33,03609,Paracambi,"49,120",
RJ,33,03708,Paraíba do Sul,"42,159",
RJ,33,03807,Parati,"39,965",
RJ,33,03856,Paty do Alferes,"26,758",
RJ,33,03906,Petrópolis,"298,017",
RJ,33,03955,Pinheiral,"23,691",
RJ,33,04003,Piraí,"27,579",
RJ,33,04102,Porciúncula,"18,293",
RJ,33,04110,Porto Real,"17,970",
RJ,33,04128,Quatis,"13,415",
RJ,33,04144,Queimados,"142,709",
RJ,33,04151,Quissamã,"22,261",
RJ,33,04201,Resende,"124,316",
RJ,33,04300,Rio Bonito,"57,284",
RJ,33,04409,Rio Claro,"17,768",
RJ,33,04508,Rio das Flores,"8,838",
RJ,33,04524,Rio das Ostras,"127,171",
RJ,33,04557,Rio de Janeiro,"6,453,682",
RJ,33,04607,Santa Maria Madalena,"10,253",
RJ,33,04706,Santo Antônio de Pádua,"41,108",
RJ,33,04805,São Fidélis,"37,710",
RJ,33,04755,São Francisco de Itabapoana,"41,343",
RJ,33,04904,São Gonçalo,"1,031,903",
RJ,33,05000,São João da Barra,"34,273",
RJ,33,05109,São João de Meriti,"460,711",
RJ,33,05133,São José de Ubá,"7,175",
RJ,33,05158,São José do Vale do Rio Preto,"20,812",
RJ,33,05208,São Pedro da Aldeia,"95,318",
RJ,33,05307,São Sebastião do Alto,"9,033",
RJ,33,05406,Sapucaia,"17,608",
RJ,33,05505,Saquarema,"80,915",
RJ,33,05554,Seropédica,"82,090",
RJ,33,05604,Silva Jardim,"21,336",
RJ,33,05703,Sumidouro,"15,099",
RJ,33,05752,Tanguá,"32,140",
RJ,33,05802,Teresópolis,"171,482",
RJ,33,05901,Trajano de Morais,"10,348",
RJ,33,06008,Três Rios,"78,998",
RJ,33,06107,Valença,"73,445",
RJ,33,06156,Varre-Sai,"9,966",
RJ,33,06206,Vassouras,"35,275",
RJ,33,06305,Volta Redonda,"262,259",
SP,35,00105,Adamantina,"35,001",
SP,35,00204,Adolfo,"3,631",
SP,35,00303,Aguaí,"34,530",
SP,35,00402,Águas da Prata,"7,984",
SP,35,00501,Águas de Lindóia,"18,212",
SP,35,00550,Águas de Santa Bárbara,"5,911",
SP,35,00600,Águas de São Pedro,"3,073",
SP,35,00709,Agudos,"36,339",
SP,35,00758,Alambari,"5,460",
SP,35,00808,Alfredo Marcondes,"4,083",
SP,35,00907,Altair,"4,035",
SP,35,01004,Altinópolis,"16,159",
SP,35,01103,Alto Alegre,"4,183",
SP,35,01152,Alumínio,"17,924",
SP,35,01202,Álvares Florence,"3,883",
SP,35,01301,Álvares Machado,"24,568",
SP,35,01400,Álvaro de Carvalho,"4,984",
SP,35,01509,Alvinlândia,"3,153",
SP,35,01608,Americana,"226,970",
SP,35,01707,Américo Brasiliense,"37,691",
SP,35,01806,Américo de Campos,"5,930",
SP,35,01905,Amparo,"69,808",
SP,35,02002,Analândia,"4,672",
SP,35,02101,Andradina,"57,198",
SP,35,02200,Angatuba,"23,917",
SP,35,02309,Anhembi,"6,215",
SP,35,02408,Anhumas,"3,970",
SP,35,02507,Aparecida,"36,184",
SP,35,02606,Aparecida d'Oeste,"4,432",
SP,35,02705,Apiaí,"25,349",
SP,35,02754,Araçariguama,"19,636",
SP,35,02804,Araçatuba,"191,662",
SP,35,02903,Araçoiaba da Serra,"30,713",
SP,35,03000,Aramina,"5,451",
SP,35,03109,Arandu,"6,343",
SP,35,03158,Arapeí,"2,532",
SP,35,03208,Araraquara,"224,304",
SP,35,03307,Araras,"127,661",
SP,35,03356,Arco-Íris,"1,907",
SP,35,03406,Arealva,"8,299",
SP,35,03505,Areias,"3,849",
SP,35,03604,Areiópolis,"11,020",
SP,35,03703,Ariranha,"9,187",
SP,35,03802,Artur Nogueira,"49,346",
SP,35,03901,Arujá,"82,651",
SP,35,03950,Aspásia,"1,851",
SP,35,04008,Assis,"100,911",
SP,35,04107,Atibaia,"135,895",
SP,35,04206,Auriflama,"14,897",
SP,35,04305,Avaí,"5,243",
SP,35,04404,Avanhandava,"12,516",
SP,35,04503,Avaré,"87,820",
SP,35,04602,Bady Bassitt,"16,109",
SP,35,04701,Balbinos,"4,629",
SP,35,04800,Bálsamo,"8,703",
SP,35,04909,Bananal,"10,728",
SP,35,05005,Barão de Antonina,"3,326",
SP,35,05104,Barbosa,"7,064",
SP,35,05203,Bariri,"33,761",
SP,35,05302,Barra Bonita,"36,315",
SP,35,05351,Barra do Chapéu,"5,550",
SP,35,05401,Barra do Turvo,"7,853",
SP,35,05500,Barretos,"118,521",
SP,35,05609,Barrinha,"30,873",
SP,35,05708,Barueri,"259,555",
SP,35,05807,Bastos,"21,064",
SP,35,05906,Batatais,"60,128",
SP,35,06003,Bauru,"364,562",
SP,35,06102,Bebedouro,"77,558",
SP,35,06201,Bento de Abreu,"2,855",
SP,35,06300,Bernardino de Campos,"11,146",
SP,35,06359,Bertioga,"55,138",
SP,35,06409,Bilac,"7,602",
SP,35,06508,Birigui,"117,143",
SP,35,06607,Biritiba-Mirim,"30,830",
SP,35,06706,Boa Esperança do Sul,"14,452",
SP,35,06805,Bocaina,"11,691",
SP,35,06904,Bofete,"10,694",
SP,35,07001,Boituva,"54,594",
SP,35,07100,Bom Jesus dos Perdões,"22,508",
SP,35,07159,Bom Sucesso de Itararé,"3,802",
SP,35,07209,Borá,835,
SP,35,07308,Boracéia,"4,586",
SP,35,07407,Borborema,"15,454",
SP,35,07456,Borebi,"2,489",
SP,35,07506,Botucatu,"137,899",
SP,35,07605,Bragança Paulista,"158,856",
SP,35,07704,Braúna,"5,400",
SP,35,07753,Brejo Alegre,"2,746",
SP,35,07803,Brodowski,"23,134",
SP,35,07902,Brotas,"23,192",
SP,35,08009,Buri,"19,484",
SP,35,08108,Buritama,"16,449",
SP,35,08207,Buritizal,"4,313",
SP,35,08306,Cabrália Paulista,"4,410",
SP,35,08405,Cabreúva,"45,830",
SP,35,08504,Caçapava,"90,426",
SP,35,08603,Cachoeira Paulista,"32,046",
SP,35,08702,Caconde,"18,952",
SP,35,08801,Cafelândia,"17,424",
SP,35,08900,Caiabu,"4,204",
SP,35,09007,Caieiras,"94,516",
SP,35,09106,Caiuá,"5,490",
SP,35,09205,Cajamar,"70,710",
SP,35,09254,Cajati,"29,010",
SP,35,09304,Cajobi,"10,287",
SP,35,09403,Cajuru,"25,009",
SP,35,09452,Campina do Monte Alegre,"5,869",
SP,35,09502,Campinas,"1,154,617",
SP,35,09601,Campo Limpo Paulista,"79,982",
SP,35,09700,Campos do Jordão,"50,541",
SP,35,09809,Campos Novos Paulista,"4,808",
SP,35,09908,Cananéia,"12,601",
SP,35,09957,Canas,"4,788",
SP,35,10005,Cândido Mota,"31,063",
SP,35,10104,Cândido Rodrigues,"2,773",
SP,35,10153,Canitar,"4,812",
SP,35,10203,Capão Bonito,"47,498",
SP,35,10302,Capela do Alto,"19,212",
SP,35,10401,Capivari,"52,559",
SP,35,10500,Caraguatatuba,"111,524",
SP,35,10609,Carapicuíba,"390,073",
SP,35,10708,Cardoso,"12,257",
SP,35,10807,Casa Branca,"29,739",
SP,35,10906,Cássia dos Coqueiros,"2,640",
SP,35,11003,Castilho,"19,620",
SP,35,11102,Catanduva,"118,853",
SP,35,11201,Catiguá,"7,553",
SP,35,11300,Cedral,"8,662",
SP,35,11409,Cerqueira César,"18,909",
SP,35,11508,Cerquilho,"44,320",
SP,35,11607,Cesário Lange,"16,943",
SP,35,11706,Charqueada,"16,268",
SP,35,57204,Chavantes,"12,482",
SP,35,11904,Clementina,"7,856",
SP,35,12001,Colina,"18,177",
SP,35,12100,Colômbia,"6,203",
SP,35,12209,Conchal,"26,914",
SP,35,12308,Conchas,"17,286",
